,Country,Oldest_avg(C),Newest_avg(C),Temperature_change(C),Lifetime_Emissions(tons/capita)
78,Jordan,20.470583333333334,19.954971450617286,-0.5156118827160476,136.16424612050707
79,Kazakhstan,4.318833333333334,6.139817901234569,1.8209845679012346,339.13577440899104
80,Kenya,24.09575,24.4337762345679,0.33802623456790215,16.4417758086122
81,Kiribati,26.734750000000002,27.109618055555554,0.37486805555555236,26.386550730541607
82,Kuwait,25.696749999999994,25.717584104938275,0.020834104938280973,1477.6019700424447
83,Latvia,5.492583333333333,6.0088896604938276,0.5163063271604944,112.92490366084697
84,Lebanon,18.837333333333333,18.22480709876543,-0.6125262345679019,177.29149567185658
85,Lesotho,13.899500000000003,14.17174151234568,0.2722415123456763,27.995296603644483
86,Liberia,25.616500000000002,25.847800925925927,0.23130092592592533,24.768621791940152
87,Libya,23.134666666666664,22.829271604938274,-0.30539506172839026,436.0088186461093
88,Liechtenstein,4.967916666666667,5.246997685185185,0.27908101851851796,173.85573437532315
89,Lithuania,6.191416666666668,6.584185185185185,0.39276851851851724,122.27009356051222
90,Luxembourg,9.632583333333333,9.733875,0.10129166666666656,1607.031362255072
91,Madagascar,22.689333333333337,23.158154320987656,0.46882098765431834,6.536769164925666
92,Malawi,21.422,21.771675154320988,0.3496751543209875,4.714077902378525
93,Malaysia,26.262416666666667,26.30274537037037,0.040328703703703894,216.30838838800256
94,Mali,28.47375,28.8985462962963,0.4247962962963001,5.191212565082109
95,Malta,19.083500000000004,18.972854166666668,-0.11064583333333644,253.30731952238375
96,Mauritania,27.6765,28.112540123456792,0.43604012345679166,28.385116973488863
97,Mauritius,23.452833333333334,23.926022376543212,0.473189043209878,84.39962785404265
98,Mexico,20.746583333333337,20.928366769547324,0.18178343621398696,196.1801089769285
99,Moldova,9.941083333333333,9.59093364197531,-0.3501496913580233,104.58600148598374
100,Mongolia,-0.7965833333333333,0.057902777777777886,0.8544861111111112,235.01251864817345
101,Montenegro,10.892749999999998,10.69946836419753,-0.19328163580246738,51.4740844666409
102,Morocco,17.85625,18.169307098765433,0.31305709876543375,58.13179598479894
103,Mozambique,23.54325,23.95947839506173,0.4162283950617294,10.428883127095155
104,Namibia,20.735666666666667,20.92610570987654,0.19043904320987437,37.36799977863275
105,Nepal,15.314583333333337,15.261996913580246,-0.05258641975309075,5.328819562695657
106,Netherlands,10.024666666666667,10.06800925925926,0.043342592592592766,592.0879537590364
107,New Caledonia,22.6065,23.117145833333332,0.5106458333333315,394.24022846353466
108,New Zealand,10.554666666666666,10.804614197530864,0.24994753086419763,383.8300465241767
109,Nicaragua,26.22708333333333,26.44742695473251,0.22034362139918073,37.824904455520254
110,Niger,27.611499999999996,27.858463734567902,0.2469637345679061,4.278408917803568
111,Nigeria,26.81741666666667,27.107841820987655,0.29042515432098526,36.379451423855166
112,North America,2.543583333333333,2.7179331275720164,0.17434979423868358,1094.7297464993455
113,Norway,0.5800000000000004,0.653238425925926,0.07323842592592555,445.1869035633054
114,Oman,26.942833333333336,27.355074845679013,0.41224151234567685,450.69345507815154
115,Pakistan,20.731333333333335,21.099601080246913,0.36826774691357755,33.75316766259327
116,Palau,27.457666666666665,27.58584799382716,0.1281813271604939,639.0265222380586
117,Panama,26.49466666666667,26.752393518518517,0.25772685185184585,101.76730657647389
118,Papua New Guinea,24.460833333333337,24.760840277777774,0.3000069444444371,28.805664536538128
119,Paraguay,23.072833333333335,23.720229938271608,0.6473966049382724,32.248552519031044
120,Peru,19.969250000000002,20.28795061728395,0.31870061728394816,72.11090225636924
121,Philippines,26.844499999999996,26.902501543209876,0.05800154320987971,45.5312941422183
122,Poland,7.877166666666667,8.090854166666666,0.2136874999999998,544.1908387541152
123,Portugal,14.822000000000003,15.170317901234569,0.34831790123456585,215.46738712363864
124,Qatar,27.045916666666667,27.360456790123457,0.3145401234567906,2693.8456830540476
125,Romania,9.603250000000001,9.349628086419752,-0.25362191358024866,335.4104860323367
126,Rwanda,19.243333333333336,19.599452932098764,0.356119598765428,3.6095882274774898
127,Samoa,26.522499999999997,26.680154320987654,0.15765432098765686,40.887809702093215
128,Saudi Arabia,26.074083333333334,26.061331790123457,-0.012751543209876814,686.7244034409795
129,Senegal,28.014166666666668,28.435206790123456,0.42104012345678754,24.740594852708085
130,Serbia,10.634833333333333,10.500701388888888,-0.13413194444444443,191.43488286100904
131,Seychelles,26.730666666666668,27.133202932098765,0.4025362654320972,191.92513074336853
132,Sierra Leone,26.269499999999997,26.49987037037037,0.23037037037037322,8.30778108714908
133,Singapore,26.92941666666667,27.016770833333336,0.08735416666666751,522.241248751485
134,Slovenia,10.045583333333335,10.227458333333333,0.181874999999998,213.2045828668449
135,Solomon Islands,26.661666666666665,26.971609567901236,0.3099429012345709,27.594532098931673
136,Somalia,26.79625,27.22652700617284,0.43027700617284026,4.396865018783908
137,South Africa,17.571583333333333,17.7124375,0.14085416666666717,442.35057288122255
138,Spain,13.781500000000001,14.12702237654321,0.34552237654320805,307.1557937011657
139,Sri Lanka,27.0385,27.43598225308642,0.3974822530864195,25.142755650685125
140,Sudan,27.481583333333333,27.460268518518518,-0.02131481481481501,18.06077088613752
141,Suriname,26.402583333333336,26.681168209876542,0.2785848765432064,240.1863488020588
142,Sweden,2.674416666666666,2.9808796296296296,0.3064629629629634,418.44826222779744
143,Switzerland,7.213250000000001,7.5776265432098775,0.3643765432098762,345.5887133221917
144,Tajikistan,3.9755000000000003,4.705730709876543,0.730230709876543,17.367207094721195
145,Tanzania,22.317666666666668,22.65563580246914,0.3379691358024708,7.429492307441608
146,Thailand,26.59108333333333,26.480454475308644,-0.11062885802468614,106.13464875453724
147,Togo,26.945500000000006,27.25520987654321,0.30970987654320226,12.918352385803152
148,Tonga,23.29258333333333,23.617207561728396,0.32462422839506644,43.69592838669605
149,Tunisia,20.64091666666667,20.55329552469136,-0.08762114197530835,95.75837460227174
150,Turkey,12.580916666666667,12.196260030864199,-0.3846566358024681,151.88517125218104
151,Turkmenistan,14.835666666666668,15.614305555555555,0.7786388888888869,290.78126690790486
152,Uganda,23.04733333333333,23.38217515432099,0.33484182098765913,4.742301415678733
153,Ukraine,8.558,8.386739197530865,-0.1712608024691349,197.1870418511549
154,United Arab Emirates,27.78566666666666,28.23288040123457,0.44721373456791014,1794.5780099917545
155,United Kingdom,8.91975,8.956776234567903,0.037026234567901994,562.4070602593043
156,United States,8.692250000000001,9.175704218106997,0.4834542181069956,1112.701532251096
157,Uruguay,17.549083333333332,17.6774112654321,0.1283279320987667,103.94194322211223
158,Uzbekistan,12.057,13.128516975308642,1.0715169753086418,127.77600233764377
159,Vietnam,24.14408333333333,24.106610339506172,-0.03747299382715852,42.24985996248116
160,Zambia,21.40008333333334,21.637797839506174,0.23771450617283563,26.396457420271595
161,Zimbabwe,21.178583333333336,21.491700617283954,0.3131172839506178,66.10836400447222
